puma_geoid,STATEFIP,mean_val_2007,mean_val_2009,mean_val_2019,mean_val_2021,med_val_2007,med_val_2009,med_val_2019,med_val_2021,med_inc_2007,med_inc_2009,med_inc_2019,med_inc_2021,n_hh_2007,n_hh_2009,n_hh_2019,n_hh_2021,pct_chg_0709,pct_chg_1921,pct_chg_0721,abs_gain_0721,recovered_07,decimated
0800400,8,188288.28828828828,186586.4787445106,781985.8301622272,1037285.1477709133,137500,150000,540000,750000,60000,57790,116000,125000,1654,1588,534,492,-0.9038318629632728,32.64756313496409,450.9026382898152,848996.859482625,1,FALSE
0800600,8,323248.13146356354,313183.4611127389,297482.7471573177,399842.4196864559,225000,240000,275000,350000,67700,61310,75600,81500,1471,1533,817,838,-3.113605113587221,34.40860806459051,23.69519906460034,76594.28822289238,1,FALSE
0800700,8,524684.6707055442,687489.1384642352,225838.777192932,289699.8686405704,450000,450000,200000,260000,95000,88000,73800,78300,654,831,1269,1280,31.029011680438018,28.27729243020229,-44.78590955382581,-234984.8020649738,0,FALSE
0800801,8,456045.25623384904,473912.27229146694,701268.573069447,860247.2687122525,450000,400000,625000,700000,95000,120000,160000,160000,1037,1055,1037,1095,3.9178164476852113,22.670158302824987,88.63199582787423,404202.01247840346,1,FALSE
0800802,8,331757.5237177742,312632.8072215761,510586.24895355216,554435.9517915309,275000,275000,460000,500000,84000,94000,123000,128000,1026,938,1671,1761,-5.764667001935868,8.588108850923591,67.12083740508898,222678.42807375675,1,FALSE
0800803,8,535487.4657010061,599905.2738654147,983916.4108411543,1115702.972348665,625000,500000,785000,880000,105000,106010,160000,151500,600,653,668,735,12.029750888768097,13.394081047478993,108.35277085115321,580215.5066476588,1,FALSE
0800804,8,366298.36178926646,348499.7231614957,562211.6160758337,654788.9210690852,350000,296000,500000,600000,104600,100000,136000,156100,1067,1116,1596,1748,-4.859054935662099,16.466629707765467,78.75835367393455,288490.5592798188,1,FALSE
0800805,8,257975.74266738052,251672.85968819598,443832.0463832723,486010.1682660707,225000,220000,388000,450000,82000,88800,111800,106000,768,743,807,807,-2.4432076109229848,9.50317180260017,88.39374711780752,228034.4255986902,1,FALSE
0800806,8,212109.16288364213,183123.02845791262,318693.0950993956,384803.08876315743,225000,190000,325000,400000,76000,65000,90000,96000,957,764,950,1000,-13.665668202005302,20.744093512017606,81.41747557329758,172693.9258795153,1,TRUE
0800807,8,215249.13950601083,201331.7111834962,380571.8105986261,477095.47864742647,187500,180000,375000,420000,63000,75000,110000,105300,999,914,1100,1081,-6.465730062593812,25.36280022868011,121.64803062272105,261846.33914141564,1,FALSE
0800808,8,310147.6980870284,281166.6510922461,454997.7333805147,610742.9822056239,275000,260000,425000,500000,87020,92000,128500,129200,1471,1488,1228,1249,-9.344272800841525,34.22989553551454,96.92004357041769,300595.2841185955,1,FALSE
0800809,8,190381.93203668727,183539.4365954217,305626.7429520602,392870.21146184474,187500,175000,305000,400000,62300,70000,90000,91800,610,672,646,772,-3.594088665907123,28.545757372897608,106.35897916307376,202488.27942515747,1,FALSE
0800810,8,197866.92702364372,161201.53456286076,332345.4573151514,383494.0249594492,187500,155000,300000,350000,63000,57400,93000,104000,559,572,544,664,-18.53032895002291,15.390181065660066,93.81411068946572,185627.09793580548,1,TRUE
0800811,8,428283.01100060093,533188.0645760744,713837.6155628455,828031.046845736,350000,310000,540000,620000,101000,114000,147000,155000,975,993,1175,1203,24.49432988957067,15.997115981742073,93.33735534155339,399748.03584513505,1,FALSE
0800812,8,269266.61732735095,264456.11519209517,489487.74303636234,578206.4915658709,225000,200000,420000,455000,72000,68000,120000,122000,867,827,1000,1174,-1.7865200606756206,18.12481513411828,114.73381932931468,308939.87423852,1,FALSE
0800813,8,296555.3884383992,264183.46385332185,568557.4675504514,735566.8615177694,225000,250000,500000,600000,66900,70000,142300,139300,426,438,497,556,-10.915979222478928,29.374232773136214,148.0369233521994,439011.4730793702,1,TRUE
0800814,8,474706.96486491733,555273.6224470605,763047.98510807,958373.2452163221,350000,400000,625000,800000,106250,114300,168000,155000,547,597,624,677,16.9718718167679,25.598031043957004,101.88733600928667,483666.2803514048,1,FALSE
0800815,8,329954.878674584,342873.73714285716,534470.2392686605,677974.0544600702,275000,280000,465000,600000,69880,91200,116100,137500,720,775,803,776,3.9153409460613964,26.849729816158206,105.47477800099998,348019.17578548624,1,FALSE
0800816,8,204813.8104403158,197919.15606783255,342139.7297448523,435305.4568520387,187500,180000,340000,425000,51000,62000,89000,80000,668,623,644,683,-3.36630345271195,27.230315279860633,112.53716041716325,230491.64641172288,1,FALSE
0800817,8,281934.8325517503,294020.98708487087,488518.29933995364,568977.3388081234,225000,240000,450000,502000,85000,84400,120000,115300,934,849,1107,1178,4.2868610535741825,16.470015468587253,101.81165046489431,287042.5062563731,1,FALSE
0800818,8,258797.51620988958,276601.7356503423,464594.2380658255,568249.7299799414,225000,250000,450000,510000,68730,89400,111000,119000,518,475,711,704,6.87959440306729,22.310972332685193,119.57310035351357,309452.21377005184,1,FALSE
0800819,8,292648.6287174049,274284.28047409264,454588.29597302125,533928.5889185986,275000,250000,425000,500000,89000,85000,121000,118200,1191,1201,1219,1226,-6.275221012925277,17.453219462184748,82.44698130268186,241279.9602011937,1,FALSE
0800820,8,319844.85748363816,317575.685051306,573087.0007597135,627759.9508503156,275000,250000,450000,540000,83000,80600,116900,120000,885,881,1031,1085,-0.709460345926701,9.5400785601706,96.27014040156298,307915.09336667747,1,FALSE
0800821,8,382259.8801493112,355499.96431503294,550434.2161540673,681194.1286222378,350000,325000,500000,600000,106250,120000,148950,147400,1241,1210,1170,1199,-7.000451060630747,23.75577473758838,78.20183702149504,298934.2484729266,1,FALSE
0800822,8,434827.16268608125,472203.59835286665,643714.4812585551,723755.8228538091,350000,350000,520000,650000,110000,115400,158200,170000,1527,1687,1230,1147,8.595699366133875,12.434292520305213,66.4467827591343,288928.66016772785,1,FALSE
0900100,9,363796.73572000576,353233.99295910227,442779.0314509994,511359.32068421616,350000,280000,350000,400000,90000,90000,125000,141500,1964,1886,1224,1376,-2.9034737598726155,15.488603651459565,40.56182215933382,147562.5849642104,1,FALSE
0900300,9,230019.52784599544,209806.00747973533,275579.9678505665,309157.9474032418,225000,200000,250000,260000,79000,83000,115100,111000,691,659,1460,1524,-8.787741004230577,12.184477636227543,34.40508738468144,79138.41955724638,1,FALSE
0900500,9,289740.20854982623,289208.365248594,340954.26291538245,434748.85982764757,275000,250000,250000,300000,93000,97000,110700,110000,880,912,1787,1785,-0.18355867965103137,27.50943663535978,50.04781766521177,145008.65127782134,1,FALSE
0900700,9,350662.41899112205,310236.28642584983,341414.3733064826,331054.0940595998,350000,290000,290000,310000,101000,107640,106500,126000,1091,1001,1233,1327,-11.528504446407675,-3.034517599990601,-5.591795376287154,-19608.32493152225,0,TRUE
0900900,9,318187.2013344153,294503.18672184175,327676.22244398075,341654.9216646711,275000,265000,280000,330000,96000,105000,123300,132000,1180,1143,960,1018,-7.443421518290928,4.266009634885894,7.375444465345163,23467.720330255805,1,FALSE
0901100,9,282629.9697084438,264714.23199496116,264013.47038249363,309159.5680906784,275000,240000,250000,280000,90000,92000,102300,110600,1141,1137,1009,1077,-6.338937704293782,17.099922076998073,9.38668974475782,26529.59838223463,1,FALSE
0901300,9,375579.63165794493,340275.5532798185,325021.73351640604,334506.27263035567,350000,300000,265000,285000,92300,102000,121400,121400,1312,1329,1132,1064,-9.399891634773006,2.9181245854966456,-10.935992147997093,-41073.359027589264,0,FALSE
0901500,9,307342.1325648415,274047.023822403,250253.82756935773,268352.65347194625,275000,250000,225000,250000,95000,92600,95000,93100,903,966,926,928,-10.833239316908188,7.2321874467923735,-12.686018271402938,-38989.47909289523,0,TRUE
1000101,10,249931.64096955158,243756.65376515454,264997.828470231,222634.1670972721,225000,225000,200000,220000,71900,78010,86000,91200,879,851,506,574,-2.4706704523055243,-15.986418310487359,-10.92197601167475,-27297.473872279486,0,FALSE
1000102,10,395392.3739879864,364602.22835424583,358551.95889992634,398587.6816380449,350000,325000,320000,350000,99500,110000,129500,126500,963,921,1349,1324,-7.787238110635919,11.165947290025189,0.8081358822958882,3195.307650058472,1,FALSE
1000103,10,232948.97893240274,206237.97341801928,266324.624298835,315826.2884686689,225000,200000,240000,250000,65300,70000,93500,103140,648,625,786,826,-11.46646172771355,18.586964799127824,35.57745130117764,82877.30953626614,1,TRUE
1000104,10,325964.9940916239,282288.36175284197,313985.44262627425,350724.345459523,350000,275000,300000,350000,94200,90000,127000,115000,906,1027,958,960,-13.399178786205828,11.700829989426545,7.595708685497564,24759.3513678991,1,TRUE
1000200,10,245775.48791073746,224398.0680574585,287368.6352497988,273699.7074342822,225000,205000,230000,275000,65600,66000,84600,89000,1097,1160,1104,1182,-8.697946257782617,-4.756583057032221,11.36167799357047,27924.219523544714,1,FALSE
1000300,10,309841.7723834189,320052.9693650396,321588.82923242653,369833.27878794214,225000,250000,250000,300000,66100,62100,82560,85000,2021,1939,2355,2485,3.2956166313768263,15.00190465902259,19.361981421370686,59991.506404523214,1,FALSE
1100101,11,797957.4133853511,909469.4878646997,1113755.1046877895,1076810.5545053561,875000,800000,995000,900000,177020,163000,275000,276050,678,575,631,672,13.974689953221475,-3.317116126061637,34.94586759172582,278853.14112000505,1,FALSE
1100102,11,535779.7513490837,512114.00629646995,775448.4650799313,857826.9665526636,450000,425000,700000,715000,97250,99000,165000,172400,571,560,727,931,-4.417065966570006,10.623336711903983,60.108134805891936,322047.21520357986,1,FALSE
1100103,11,466421.4617499289,464301.22167018306,722689.9108322324,850776.4862466726,450000,400000,654000,800000,93000,105020,195000,177000,662,697,812,996,-0.45457601195945574,17.723587045367587,82.40508982041976,384355.0244967437,1,FALSE
1100104,11,273098.34856974345,311720.16112479474,570101.4641026215,622745.8394681658,275000,250000,400000,510000,59790,70000,83000,106200,424,424,486,473,14.14208938183605,9.234211571164801,128.02988107748658,349647.4908984223,1,FALSE
1100105,11,529073.7375242068,585811.5439906392,751794.2648031757,814308.9014148446,450000,500000,700000,700000,128000,150000,195000,210000,380,403,504,528,10.723988442884385,8.315391529095473,53.91217587654073,285235.1638906378,1,FALSE
1200101,12,178822.46212052312,181268.31663383878,245360.49345808759,236706.72287337313,137500,150000,190000,200000,53400,58500,85000,83000,1289,1185,584,528,1.3677557530033317,-3.5269616810550994,32.36968111636728,57884.26075285001,1,FALSE
1200102,12,197060.2790799349,190756.99834073757,276515.3954288761,331058.869270881,187500,150000,250000,290000,69000,60000,87000,109800,911,889,941,938,-3.198656151623783,19.725293688406687,67.99878230995061,133998.5901909461,1,FALSE
1200500,12,241297.58958538156,198601.66663330063,238136.47600153723,298019.84916589013,187500,160000,189000,250000,64500,60200,73560,78000,1336,1232,2262,2156,-17.694301474558767,25.146661347237853,23.507180356825643,56722.25958050857,1,TRUE
1201101,12,266438.6325254462,222970.9647487005,479406.45895630366,616091.3850293072,225000,190000,420000,500000,67000,73400,137000,140400,1150,1252,1152,1028,-16.31432625394304,28.511281715013762,131.23200235253702,349652.75250386103,1,TRUE
1201102,12,132033.92883350456,119273.460225831,263798.28765348945,311029.9325583437,112500,100000,279000,300000,47000,42000,77000,78600,826,698,743,703,-9.66453753244332,17.904454697179485,135.5681871366215,178996.00372483913,1,FALSE
1201103,12,203252.9595063872,188511.46026210295,386177.35691987514,386713.1163371961,162500,150000,250000,300000,66001,66004,72830,67330,742,695,716,623,-7.252784549895329,0.1387340318433303,90.26198549647376,183460.15683080888,1,FALSE
1201104,12,294314.1491192907,328637.5933229582,425968.54193174315,554199.8166091464,275000,230000,300000,385000,79000,82800,90400,86000,920,980,874,883,11.662179445459017,30.103461184218375,88.30213167377131,259885.66748985572,1,FALSE
1201105,12,291975.71897761564,258332.86984553392,242851.77654478408,288668.33378943295,225000,210000,210000,269000,86000,81400,63000,75900,915,899,921,1072,-11.522481817969583,18.866058093752457,-1.132760354102,-3307.3851881826995,0,TRUE
1201106,12,293723.8101293994,329427.8253068025,341885.87257116253,377630.6477490632,225000,220000,310000,375000,78600,86000,87000,86600,719,742,1154,1196,12.155642118925865,10.455177603298162,28.566576738432886,83906.8376196638,1,FALSE
1201107,12,187398.59286543765,191658.37506956037,245048.06432760324,268811.1900723324,162500,150000,221000,250000,62000,63114,61600,70200,1275,1222,411,446,2.2731132283268924,9.697332566137058,43.443547767380196,81412.59720689474,1,FALSE
1202101,12,226673.41296511272,186891.60148240405,645517.1557440867,820832.0246351,187500,155000,490000,500000,65000,66300,120000,121610,1588,1585,830,860,-17.55027683323032,27.158824104206516,262.1209977375839,594158.6116699873,1,TRUE
1202102,12,401473.49818653474,326410.26491201995,518187.288606948,653506.5070591279,350000,250000,300000,365000,82400,75000,80000,80000,1102,1119,962,928,-18.69693357433982,26.11395945584867,62.776997737343116,252033.00887259317,1,TRUE
1202103,12,265529.8569173328,204394.941512018,497263.39624167315,542257.5386007704,225000,180000,350000,325000,67000,66400,92000,92000,1127,1025,843,732,-23.0237443408663,9.048351979889109,104.21716220394417,276727.6816834376,1,TRUE
1202300,12,285643.12968259666,194823.88746909949,155637.3642451415,196994.578527063,225000,160000,130000,175000,60600,57800,60000,68100,1661,1688,1646,1570,-31.794653109428697,26.572805625762527,-31.034721981249444,-88648.55115553367,0,TRUE
1300100,13,158046.7565029871,155075.79331724555,232497.27349861347,295494.15404723736,137500,120000,180000,225000,55000,54000,81000,80000,1209,1234,996,861,-1.8798001626090857,27.09575024285159,86.96628806909587,137447.39754425027,1,FALSE
1300200,13,152048.83522292326,149958.36872166584,184030.23635413946,269055.74415691633,137500,120000,155000,200000,53000,53000,74500,84300,1502,1430,884,736,-1.37486518603876,46.20192284009115,76.95350560393693,117006.90893399308,1,FALSE
1300300,13,229059.1037438804,207930.88451282636,174664.04441732232,235461.74620131723,187500,175000,160000,210000,49700,49700,74000,89700,1557,1615,1098,1017,-9.223915961305034,34.808367106587674,2.795192311847978,6402.642457436828,1,FALSE
1300500,13,214240.5495391125,227653.35736612746,125648.36704603494,132424.97022230676,162500,190000,100000,100000,64000,72000,63600,69000,1267,1176,1198,1077,6.260629864826911,5.3933077966616265,-38.18865265833777,-81815.57931680573,0,FALSE
1300600,13,225917.55628005404,218851.04646730656,166908.3104125737,250322.3100484142,187500,165000,140000,190000,67900,66360,70000,72000,1316,1275,620,643,-3.127915301981943,49.97594153919174,10.802504316268056,24404.753768360155,1,FALSE
1300700,13,180870.97274727756,166932.44529687628,127458.35350785866,144231.9838003097,162500,150000,80000,115000,63500,70000,57000,74200,1450,1838,1100,896,-7.706337417600403,13.160087064373421,-20.25697567191269,-36638.988946967846,0,FALSE
1300800,13,326067.15044567507,291433.9193838098,168392.05993209357,175512.700727732,275000,255000,140000,145000,84000,90000,78000,76200,1963,2174,831,825,-10.62150266119353,4.2286084026229815,-46.17283572177149,-150554.44971794306,0,TRUE
1300900,13,189988.61286658706,177355.85365445446,176983.37114113817,180587.44967017905,162500,150000,143000,166000,65900,60000,75100,83500,873,1331,575,586,-6.649219140835309,2.036393874635122,-4.948277191228117,-9401.163196408015,0,FALSE
1301600,13,203075.1721437196,167755.81747771963,179944.59921177255,214092.77014272942,162500,149000,145000,160000,70000,60800,75000,70200,1445,1361,1357,1179,-17.392256420693265,18.977046869169268,5.42537912572222,11017.597999009828,1,TRUE
1301700,13,211630.14535278265,191967.516923282,179908.17837543652,221432.95110540316,187500,170000,144000,178000,75350,78000,68000,80000,1739,1692,1031,984,-9.291033844315276,23.081092313275384,4.6320460330826,9802.805752620508,1,FALSE
1301800,13,182170.98806084297,176159.37682170348,173961.09855107972,195795.10247389323,162500,150000,150000,155000,61700,67900,70400,66800,1906,1854,1312,1287,-3.2999827816335268,12.551084181847965,7.478750902146927,13624.114413050265,1,FALSE
1301900,13,274031.0760586973,248137.8488449726,168214.237201382,220079.47345302292,225000,210000,130000,195000,73000,85500,75000,78500,1953,1901,1133,1132,-9.449011253080792,30.8328457296686,-19.688132959824596,-53951.60260567439,0,FALSE
1302100,13,144288.22151277418,142400.8595805008,263999.7164029797,319793.2513283963,112500,105000,230000,295000,50800,49200,100000,107300,1337,1292,1196,1109,-1.3080498965788967,21.13393744720966,121.63503574689514,175505.02981562214,1,FALSE
1302200,13,172433.42219727795,154093.5708529987,153144.00567650708,193756.9255035983,95000,100000,132000,141000,50000,49140,65000,70000,939,936,742,718,-10.635902895493748,26.519431594913158,12.366224038588362,21323.503306320345,1,TRUE
1302300,13,134980.1333834304,136143.098723076,190426.58321932782,246564.21001411125,95000,100000,150000,200000,51700,57000,75600,79810,1159,1100,747,759,0.8615825977457203,29.479931764634845,82.66703686957422,111584.07663068085,1,FALSE
1302400,13,207593.55244134073,216825.89742100373,336299.51112921006,415202.9488381786,162500,178000,300000,380000,76000,75000,121000,112500,1152,1160,1109,1090,4.447317785686897,23.46225168274269,100.00763220018676,207609.39639683787,1,FALSE
1302500,13,96094.02931712549,94264.79699771061,165090.65450060216,192211.59571047605,75000,75000,145000,165000,46000,48100,75000,75000,1004,1024,1210,1077,-1.903585823608376,16.42790822528053,100.02449379674505,96117.56639335056,1,FALSE
1302600,13,145584.02991641004,157234.15944730781,161913.04194328916,214230.4200918242,95000,115000,135000,188000,51500,52900,65000,76800,1137,1155,1382,1414,8.002340323720208,32.31202225627967,47.15241789558157,68646.39017541416,1,FALSE
1302700,13,170898.91902142993,152533.71641034307,169336.82192238607,210724.04583048783,112500,120000,130000,175000,64400,68000,73000,78500,1009,851,770,685,-10.746236849388117,24.44077043507478,23.30332282796008,39825.126809057896,1,TRUE
